"",区站号,省份,站名,纬度,经度
556,54522.0,河北,玉田,39.53,117.44
557,54531.0,河北,滦县,39.44,118.43
558,54532.0,河北,丰润,39.48,118.05
559,54533.0,河北,丰南,39.35,118.06
560,54534.0,河北,唐山,39.39,118.06
561,54535.0,河北,曹妃甸,39.17,118.28
562,54539.0,河北,乐亭,39.26,118.53
563,54540.0,河北,昌黎,39.44,119.12
564,54541.0,河北,抚宁,39.54,119.14
565,54601.0,河北,徐水,38.59,115.39
566,54602.0,河北,保定,38.44,115.29
567,54603.0,河北,高阳,38.43,115.46
568,54604.0,河北,安国,38.25,115.2
569,54605.0,河北,安新,38.56,115.56
570,54606.0,河北,饶阳,38.14,115.44
571,54607.0,河北,望都,38.43,115.07
572,54608.0,河北,深州,38.0,115.33
573,54609.0,河北,安平,38.14,115.35
574,54610.0,河北,任丘,38.44,116.06
575,54611.0,河北,满城,38.56,115.19
576,54612.0,河北,文安,38.51,116.27
577,54613.0,河北,大城,38.42,116.37
578,54614.0,河北,河间,38.25,116.03
579,54615.0,河北,青县,38.35,116.51
580,54616.0,河北,沧州,38.21,116.51
581,54617.0,河北,献县,38.11,116.07
582,54618.0,河北,泊头,38.05,116.33
583,54620.0,河北,蠡县,38.29,115.34
584,54621.0,河北,深泽,38.11,115.11
585,54624.0,河北,黄骅,38.24,117.19
586,54626.0,河北,肃宁,38.25,115.49
587,54627.0,河北,盐山,38.02,117.14
588,54628.0,河北,海兴,38.09,117.29
589,54631.0,河北,广宗,37.04,115.09
590,54632.0,河北,平乡,37.04,115.02
591,54633.0,河北,新河,37.31,115.14
592,54636.0,河北,雄县,39.01,116.06
593,54640.0,河北,鸡泽,36.55,114.52
594,54644.0,河北,孟村,38.03,117.07
595,54700.0,河北,武强,38.02,115.56
596,54701.0,河北,辛集,37.56,115.12
597,54702.0,河北,衡水,37.44,115.42
598,54703.0,河北,武邑,37.48,115.53
599,54704.0,河北,冀州,37.31,115.34
600,54705.0,河北,南宫,37.22,115.23
601,54706.0,河北,清河,37.05,115.4
602,54707.0,河北,故城,37.21,115.59
603,54708.0,河北,枣强,37.3,115.44
604,54710.0,河北,阜城,37.52,116.1
605,54711.0,河北,景县,37.42,116.17
606,54713.0,河北,东光,37.53,116.32
607,54717.0,河北,吴桥,37.38,116.24
608,54719.0,河北,南皮,38.02,116.41
609,54800.0,河北,威县,37.0,115.15
610,54801.0,河北,临西,36.51,115.29
611,54804.0,河北,大名,36.18,115.08
612,54809.0,河北,馆陶,36.33,115.17
613,54820.0,河北,邱县,36.49,115.1
614,53889.0,河南,林州,36.04,113.49
615,53898.0,河南,安阳,36.03,114.08
616,53972.0,河南,沁阳,35.03,112.54
617,53974.0,河南,淇县,35.37,114.14
618,53978.0,河南,济源,35.05,112.38
619,53979.0,河南,博爱,35.09,113.05
620,53982.0,河南,焦作,35.14,113.16
621,53983.0,河南,封丘,35.02,114.25
622,53984.0,河南,修武,35.14,113.28
623,53985.0,河南,辉县,35.3,113.49
624,53986.0,河南,新乡,35.19,113.53
625,53987.0,河南,武陟,35.06,113.21
626,53989.0,河南,原阳,35.05,113.59
627,53988.0,河南,获嘉,35.16,113.4
628,53991.0,河南,汤阴,35.55,114.2
629,53992.0,河南,浚县,35.39,114.31
630,53993.0,河南,内黄,35.56,114.55
631,53994.0,河南,卫辉,35.23,114.04
632,53995.0,河南,滑县,35.33,114.3
633,53997.0,河南,延津,35.09,114.11
634,53998.0,河南,长垣,35.12,114.39
635,54817.0,河南,台前,35.59,115.52
636,54900.0,河南,濮阳,35.42,115.01
637,54901.0,河南,南乐,36.05,115.1
638,54902.0,河南,清丰,35.54,115.07
639,54903.0,河南,范县,35.51,115.29
640,57051.0,河南,三门峡,34.48,111.12
641,57056.0,河南,灵宝,34.32,110.51
642,57063.0,河南,渑池,34.46,111.46
643,57066.0,河南,洛宁,34.24,111.4
644,57070.0,河南,新安,34.44,112.07
645,57071.0,河南,孟津,34.49,112.26
646,57072.0,河南,孟州,34.55,112.45
647,57074.0,河南,伊川,34.25,112.24
648,57075.0,河南,汝州,34.1,112.52
649,57076.0,河南,偃师,34.44,112.47
650,57078.0,河南,汝阳,34.09,112.28
651,57079.0,河南,温县,34.57,113.02
652,57080.0,河南,巩义,34.44,112.58
653,57081.0,河南,荥阳,34.48,113.26
654,57082.0,河南,登封,34.28,113.01
655,57083.0,河南,郑州,34.43,113.39
656,57084.0,河南,嵩山,34.3,113.03
657,57085.0,河南,新密,34.32,113.2
658,57086.0,河南,新郑,34.23,113.43
659,57087.0,河南,长葛,34.16,113.44
660,57088.0,河南,禹州,34.09,113.3
661,57089.0,河南,许昌,34.04,113.56
662,57090.0,河南,中牟,34.43,113.58
663,57091.0,河南,开封,34.47,114.18
664,57093.0,河南,兰考,34.51,114.49
665,57094.0,河南,尉氏,34.24,114.13
666,57095.0,河南,鄢陵,34.07,114.09
667,57096.0,河南,杞县,34.32,114.47
668,57098.0,河南,扶沟,34.05,114.24
669,57099.0,河南,太康,34.04,114.51
670,57156.0,河南,西峡,33.18,111.3
671,57162.0,河南,嵩县,34.08,112.04
672,57169.0,河南,内乡,33.03,111.52
673,57173.0,河南,鲁山,33.45,112.53
674,57175.0,河南,镇平,33.03,112.14
675,57176.0,河南,南召,33.29,112.25
676,57177.0,河南,舞钢,33.2,113.32
677,57178.0,河南,南阳,33.06,112.29
678,57179.0,河南,方城,33.17,113.0
679,57180.0,河南,郏县,33.59,113.12
680,57181.0,河南,宝丰,33.53,113.03
681,57182.0,河南,襄城,33.51,113.31
682,57183.0,河南,临颍,33.48,113.55
683,57184.0,河南,叶县,33.38,113.18
684,57185.0,河南,舞阳,33.27,113.35
685,57186.0,河南,漯河,33.36,114.03
686,57187.0,河南,社旗,33.04,112.56
687,57188.0,河南,西平,33.22,114.02
688,57189.0,河南,遂平,33.08,113.57
689,57190.0,河南,泛区农试,33.45,114.24
690,57191.0,河南,通许,34.29,114.29
691,57192.0,河南,淮阳,33.44,114.51
692,57193.0,河南,西华,33.47,114.31
693,57194.0,河南,上蔡,33.17,114.16
694,57195.0,河南,川汇区,33.37,114.37
695,57196.0,河南,项城,33.28,114.52
696,57197.0,河南,汝南,32.58,114.21
697,57198.0,河南,商水,33.3,114.34
698,57261.0,河南,淅川,33.07,111.31
699,57271.0,河南,新野,32.31,112.23
700,57273.0,河南,唐河,32.41,112.51
701,57274.0,河南,邓州,32.42,112.07
702,57281.0,河南,泌阳,32.42,113.18
703,57285.0,河南,桐柏,32.23,113.25
704,57290.0,河南,驻马店,32.56,113.55
705,57292.0,河南,平舆,32.58,114.38
706,57293.0,河南,新蔡,32.44,114.59
707,57294.0,河南,确山,32.5,114.01
708,57295.0,河南,正阳,32.37,114.21
709,57296.0,河南,息县,32.21,114.44
710,57297.0,河南,信阳,32.08,114.03
711,57298.0,河南,罗山,32.13,114.33
712,57299.0,河南,光山,32.01,114.54
713,57390.0,河南,鸡公山,31.48,114.04
714,57396.0,河南,新县,31.38,114.51
715,58001.0,河南,睢县,34.26,115.06
716,58004.0,河南,民权,34.39,115.09
717,58005.0,河南,商丘,34.27,115.4
718,58006.0,河南,虞城,34.23,115.53
719,58007.0,河南,柘城,34.04,115.18
720,58008.0,河南,宁陵,34.28,115.2
721,58017.0,河南,夏邑,34.15,116.08
722,58100.0,河南,郸城,33.39,115.1
723,58101.0,河南,鹿邑,33.52,115.29
724,58104.0,河南,沈丘,33.24,115.04
725,58111.0,河南,永城,33.58,116.27
726,58205.0,河南,淮滨,32.28,115.26
727,58207.0,河南,潢川,32.1,115.03
728,58208.0,河南,固始,32.1,115.37
729,58301.0,河南,商城,31.49,115.23
730,50136.0,黑龙江,漠河,52.58,122.31
731,50137.0,黑龙江,北极村,53.28,122.22
732,50246.0,黑龙江,塔河,52.21,124.43
733,50247.0,黑龙江,呼中,52.02,123.34
734,50349.0,黑龙江,新林,51.4,124.24
735,50353.0,黑龙江,呼玛,51.44,126.38
736,50442.0,黑龙江,加格达奇,50.24,124.07
737,50468.0,黑龙江,爱辉,50.15,127.27
738,50557.0,黑龙江,嫩江,49.1,125.14
739,50564.0,黑龙江,孙吴,49.26,127.21
740,50566.0,黑龙江,逊克,49.33,128.28
741,50646.0,黑龙江,讷河,48.29,124.51
742,50655.0,黑龙江,五大连池,48.3,126.11
743,50656.0,黑龙江,北安,48.15,126.3
744,50658.0,黑龙江,克山,48.03,125.53
745,50659.0,黑龙江,克东,48.02,126.15
746,50673.0,黑龙江,嘉荫,48.53,130.24
747,50674.0,黑龙江,乌伊岭,48.34,129.26
748,50739.0,黑龙江,龙江,47.2,123.11
749,50741.0,黑龙江,甘南,47.56,123.3
750,50742.0,黑龙江,富裕,47.48,124.29
751,50745.0,黑龙江,齐齐哈尔,47.23,123.55
752,50749.0,黑龙江,林甸,47.11,124.5
753,50750.0,黑龙江,依安,47.54,125.18
754,50755.0,黑龙江,拜泉,47.36,126.06
755,50756.0,黑龙江,海伦,47.27,126.58
756,50758.0,黑龙江,明水,47.11,125.54
757,50767.0,黑龙江,绥棱,47.14,127.06
758,50772.0,黑龙江,五营,48.06,129.14
759,50774.0,黑龙江,伊春,47.42,128.5
760,50775.0,黑龙江,鹤岗,47.2,130.12
761,50776.0,黑龙江,萝北,47.34,130.5
762,50778.0,黑龙江,同江,47.4,132.32
763,50779.0,黑龙江,抚远,48.22,134.17
764,50787.0,黑龙江,绥滨,47.19,131.5
765,50788.0,黑龙江,富锦,47.14,131.59
766,50842.0,黑龙江,杜蒙,46.5,124.25
767,50844.0,黑龙江,泰来,46.24,123.27
768,50850.0,黑龙江,大庆,46.34,125.08
769,50851.0,黑龙江,青冈,46.41,126.05
770,50852.0,黑龙江,望奎,46.5,126.27
771,50853.0,黑龙江,北林,46.37,126.58
772,50854.0,黑龙江,安达,46.23,125.19
773,50858.0,黑龙江,肇东,46.04,125.56
774,50859.0,黑龙江,兰西,46.17,126.17
775,50861.0,黑龙江,庆安,46.53,127.29
776,50862.0,黑龙江,铁力,46.59,127.59
777,50867.0,黑龙江,巴彦,46.05,127.21
778,50871.0,黑龙江,汤原,46.44,129.53
779,50873.0,黑龙江,佳木斯,46.47,130.18
780,50877.0,黑龙江,依兰,46.18,129.35
781,50878.0,黑龙江,桦川,47.0,130.43
782,50879.0,黑龙江,桦南,46.13,130.33
783,50880.0,黑龙江,集贤,46.44,131.07
784,50884.0,黑龙江,双鸭山,46.38,131.09
785,50888.0,黑龙江,宝清,46.19,132.11
786,50892.0,黑龙江,饶河,46.48,134.0
787,50950.0,黑龙江,肇州,45.42,125.15
788,50953.0,黑龙江,哈尔滨,45.56,126.34
789,50954.0,黑龙江,肇源,45.3,125.05
790,50956.0,黑龙江,呼兰,46.05,126.46
791,50958.0,黑龙江,阿城,45.32,126.56
792,50960.0,黑龙江,宾县,45.44,127.23
793,50962.0,黑龙江,木兰,45.57,128.02
794,50963.0,黑龙江,通河,45.58,128.44
795,50964.0,黑龙江,方正,45.5,128.48
796,50965.0,黑龙江,延寿,45.26,128.16
797,50968.0,黑龙江,尚志,45.13,127.58
798,50971.0,黑龙江,七台河,45.46,131.01
799,50973.0,黑龙江,勃利,45.45,130.36
800,50978.0,黑龙江,鸡西,45.18,130.55
801,50979.0,黑龙江,林口,45.16,130.14
802,50983.0,黑龙江,虎林,45.46,132.58
803,50985.0,黑龙江,密山,45.33,131.52
804,50987.0,黑龙江,鸡东,45.16,131.06
805,54080.0,黑龙江,五常,44.54,127.09
806,54092.0,黑龙江,海林,44.36,129.24
807,54093.0,黑龙江,穆棱,44.56,130.33
808,54094.0,黑龙江,牡丹江,44.3,129.4
809,54096.0,黑龙江,绥芬河,44.23,131.1
810,54098.0,黑龙江,宁安,44.2,129.28
811,54099.0,黑龙江,东宁,44.05,131.08
812,57249.0,湖北,竹溪,32.19,109.41
813,57251.0,湖北,郧西,33.0,110.25
814,57253.0,湖北,郧县,32.51,110.49
815,57256.0,湖北,十堰,32.39,110.47
816,57257.0,湖北,竹山,32.14,110.14
817,57259.0,湖北,房县,32.03,110.45
818,57260.0,湖北,丹江口,32.34,111.31
819,57265.0,湖北,老河口,32.26,111.44
820,57268.0,湖北,谷城,32.16,111.37
821,57278.0,湖北,襄阳,32.0,112.05
822,57279.0,湖北,枣阳,32.09,112.45
823,57355.0,湖北,巴东,31.02,110.22
824,57359.0,湖北,兴山,31.21,110.44
825,57361.0,湖北,保康,31.53,111.16
826,57362.0,湖北,神农架,31.45,110.4
827,57363.0,湖北,南漳,31.48,111.5
828,57370.0,湖北,宜城,31.44,112.13
829,57377.0,湖北,荆门,31.0,112.13
830,57378.0,湖北,钟祥,31.1,112.34
831,57381.0,湖北,随州,31.37,113.2
832,57386.0,湖北,孝昌,31.15,114.0
833,57387.0,湖北,京山,31.0,113.08
834,57388.0,湖北,安陆,31.16,113.42
835,57389.0,湖北,云梦,31.02,113.45
836,57395.0,湖北,大悟,31.34,114.07
837,57398.0,湖北,红安,31.17,114.37
838,57399.0,湖北,麻城,31.08,114.57
839,57439.0,湖北,利川,30.17,108.56
840,57445.0,湖北,建始,30.36,109.43
841,57447.0,湖北,恩施,30.17,109.28
842,57453.0,湖北,夷陵区,30.46,111.19
843,57458.0,湖北,五峰,30.12,110.4
844,57461.0,湖北,宜昌,30.44,111.22
845,57464.0,湖北,长阳,30.28,111.11
846,57465.0,湖北,宜都,30.23,111.27
847,57469.0,湖北,松滋,30.11,111.46
848,57475.0,湖北,潜江,30.24,112.54
849,57476.0,湖北,荆州,30.21,112.09
850,57477.0,湖北,公安,30.04,112.13
851,57481.0,湖北,应城,30.57,113.34
852,57482.0,湖北,孝感,30.54,113.57
853,57483.0,湖北,天门,30.4,113.08
854,57484.0,湖北,沙洋,30.44,112.33
855,57485.0,湖北,仙桃,30.18,113.29
856,57486.0,湖北,汉川,30.39,113.51
857,57489.0,湖北,蔡甸,30.35,114.0
858,57492.0,湖北,新洲,30.5,114.5
859,57494.0,湖北,武汉,30.36,114.03
860,57495.0,湖北,团风,30.4,114.53
861,57496.0,湖北,鄂州,30.22,114.52
862,57498.0,湖北,黄冈,30.26,114.54
863,57499.0,湖北,大冶,30.04,114.53
864,57540.0,湖北,咸丰,29.41,109.09
865,57541.0,湖北,宣恩,30.0,109.29
866,57543.0,湖北,鹤峰,29.54,110.02
867,57545.0,湖北,来凤,29.32,109.25
868,57571.0,湖北,石首,29.42,112.24
869,57573.0,湖北,监利,29.5,112.54
870,57581.0,湖北,洪湖,29.49,113.27
871,57582.0,湖北,赤壁,29.43,113.53
872,57583.0,湖北,嘉鱼,29.55,113.58
873,57586.0,湖北,崇阳,29.32,114.02
874,57589.0,湖北,通城,29.16,113.53
875,57590.0,湖北,咸宁,29.51,114.22
876,57596.0,湖北,金沙,29.38,114.12
877,58401.0,湖北,罗田,30.45,115.24
878,58402.0,湖北,英山,30.44,115.4
879,58404.0,湖北,浠水,30.28,115.13
880,58408.0,湖北,蕲春,30.14,115.26
881,58409.0,湖北,黄梅,30.06,115.56
882,58500.0,湖北,阳新,29.51,115.12
883,58501.0,湖北,武穴,29.55,115.38
884,57544.0,湖南,龙山,29.28,109.27
885,57554.0,湖南,桑植,29.24,110.1
886,57558.0,湖南,张家界,29.08,110.28
887,57562.0,湖南,石门,29.35,111.22
888,57564.0,湖南,慈利,29.26,111.08
889,57565.0,湖南,澧县,29.4,111.44
890,57566.0,湖南,临澧,29.27,111.39
891,57574.0,湖南,南县,29.22,112.24
892,57575.0,湖南,华容,29.31,112.34
893,57577.0,湖南,安乡,29.24,112.1
894,57584.0,湖南,岳阳,29.23,113.05
895,57585.0,湖南,临湘,29.29,113.27
896,57640.0,湖南,花垣,28.35,109.27
897,57642.0,湖南,保靖,28.42,109.38
898,57643.0,湖南,永顺,29.0,109.5
899,57646.0,湖南,古丈,28.37,109.57
900,57649.0,湖南,吉首,28.14,109.41
901,57655.0,湖南,沅陵,28.28,110.24
902,57657.0,湖南,泸溪,28.13,110.12
903,57658.0,湖南,辰溪,28.01,110.12
904,57661.0,湖南,桃源,28.55,111.29
905,57662.0,湖南,常德,29.07,111.41
906,57663.0,湖南,汉寿,28.55,111.57
907,57666.0,湖南,桃江,28.31,112.08
908,57669.0,湖南,安化,28.23,111.13
909,57671.0,湖南,沅江,28.51,112.22
910,57673.0,湖南,湘阴,28.41,112.53
911,57674.0,湖南,赫山,28.34,112.23
912,57678.0,湖南,宁乡,28.15,112.33
913,57679.0,湖南,马坡岭,28.07,112.47
914,57680.0,湖南,汨罗,28.48,113.04
915,57682.0,湖南,平江,28.43,113.34
916,57687.0,湖南,长沙,28.13,112.55
917,57688.0,湖南,浏阳,28.09,113.38
918,57740.0,湖南,凤凰,27.57,109.36
919,57743.0,湖南,麻阳,27.53,109.48
920,57744.0,湖南,新晃,27.22,109.1
921,57745.0,湖南,芷江,27.27,109.41
922,57752.0,湖南,溆浦,27.55,110.36
923,57754.0,湖南,洪江,27.21,110.09
924,57760.0,湖南,冷水江,27.42,111.26
925,57761.0,湖南,新化,27.45,111.18
926,57762.0,湖南,涟源,27.41,111.42
927,57763.0,湖南,娄底,27.41,112.0
928,57771.0,湖南,韶山,27.56,112.32
929,57772.0,湖南,湘乡,27.45,112.3
930,57773.0,湖南,湘潭,27.52,112.49
931,57774.0,湖南,双峰,27.27,112.1
932,57776.0,湖南,南岳,27.18,112.42
933,57777.0,湖南,衡山,27.14,112.52
934,57778.0,湖南,衡东,27.06,112.57
935,57779.0,湖南,攸县,27.0,113.21
936,57780.0,湖南,株洲,27.52,113.1
937,57781.0,湖南,醴陵,27.39,113.3
938,57845.0,湖南,通道,26.1,109.47
939,57865.0,湖南,冷水滩,26.28,111.35
940,57866.0,湖南,永州,26.14,111.37
941,57867.0,湖南,东安,26.24,111.17
942,57868.0,湖南,祁阳,26.36,111.52
943,57870.0,湖南,祁东,26.48,112.06
944,57871.0,湖南,衡阳县,26.59,112.22
945,57872.0,湖南,衡阳,26.54,112.36
946,57874.0,湖南,常宁,26.25,112.24
947,57875.0,湖南,衡南,26.45,112.41
948,57876.0,湖南,耒阳,26.26,112.5
949,57881.0,湖南,安仁,26.43,113.15
950,57882.0,湖南,茶陵,26.47,113.33
951,57886.0,湖南,炎陵,26.29,113.48
952,57887.0,湖南,永兴,26.07,113.07
953,57889.0,湖南,桂东,26.05,113.57
954,57962.0,湖南,双牌,25.58,111.39
955,57965.0,湖南,道县,25.32,111.36
956,57966.0,湖南,宁远,25.36,111.58
957,57969.0,湖南,江永,25.16,111.2
958,57971.0,湖南,新田,25.55,112.12
959,57972.0,湖南,郴州,25.48,113.02
960,57973.0,湖南,桂阳,25.45,112.43
961,57974.0,湖南,嘉禾,25.35,112.22
962,57975.0,湖南,蓝山,25.23,112.12
963,57976.0,湖南,宜章,25.25,112.57
964,57978.0,湖南,临武,25.17,112.33
965,57981.0,湖南,资兴,25.59,113.13
966,57985.0,湖南,汝城,25.34,113.41
967,59063.0,湖南,江华,25.11,111.27
968,50936.0,吉林,白城,45.38,122.5
969,50939.0,吉林,洮南,45.2,122.49
970,50940.0,吉林,镇赉,45.51,123.1
971,50945.0,吉林,大安,45.3,124.16
972,50946.0,吉林,松原,45.11,124.5
973,50948.0,吉林,乾安,45.0,124.01
974,50949.0,吉林,前郭,45.05,124.52
975,54041.0,吉林,通榆,44.48,123.04
976,54049.0,吉林,长岭,44.15,123.58
977,54063.0,吉林,扶余,44.58,126.0
978,54064.0,吉林,农安,44.23,125.09
979,54065.0,吉林,德惠,44.32,125.39
980,54069.0,吉林,九台,44.1,125.48
981,54072.0,吉林,榆树,44.51,126.31
982,54076.0,吉林,舒兰,44.23,126.56
983,54142.0,吉林,双辽,43.3,123.32
984,54154.0,吉林,梨树,43.21,124.18
985,54155.0,吉林,孤家子,43.4,124.14
986,54157.0,吉林,四平,43.1,124.2
987,54161.0,吉林,长春,43.54,125.13
988,54164.0,吉林,伊通,43.21,125.17
989,54165.0,吉林,双阳,43.33,125.38
990,54169.0,吉林,烟筒山,43.18,126.01
991,54171.0,吉林,永吉,43.42,126.31
992,54172.0,吉林,吉林城郊,43.52,126.32
993,54181.0,吉林,蛟河,43.42,127.2
994,54186.0,吉林,敦化,43.22,128.12
995,54187.0,吉林,安图,43.07,128.55
996,54192.0,吉林,罗子沟,43.42,130.16
997,54195.0,吉林,汪清,43.18,129.47
998,54260.0,吉林,辽源,42.55,125.05
999,54261.0,吉林,东丰,42.4,125.28
1000,54263.0,吉林,磐石,42.58,126.03
1001,54266.0,吉林,梅河口,42.32,125.38
1002,54267.0,吉林,柳河,42.15,125.44
1003,54273.0,吉林,桦甸,42.59,126.45
1004,54274.0,吉林,辉南,42.41,125.59
1005,54276.0,吉林,靖宇,42.24,126.48
1006,54279.0,吉林,江源,42.03,126.35
1007,54284.0,吉林,东岗,42.09,127.3
1008,54285.0,吉林,二道,42.25,128.07
1009,54286.0,吉林,和龙,42.32,129.0
1010,54290.0,吉林,龙井,42.46,129.24
1011,54291.0,吉林,珲春,42.54,130.17
1012,54292.0,吉林,延吉,42.52,129.3
1013,54293.0,吉林,图们,42.57,129.5
1014,54362.0,吉林,通化县,41.4,125.44
1015,54363.0,吉林,通化,41.41,125.54
1016,54371.0,吉林,白山,41.56,126.26
1017,54374.0,吉林,临江,41.48,126.53
1018,54377.0,吉林,集安,41.09,126.13
1019,54386.0,吉林,长白,41.25,128.11
1020,58012.0,江苏,丰县,34.41,116.35
1021,58013.0,江苏,沛县,34.45,116.54
1022,58026.0,江苏,邳州,34.24,118.01
1023,58027.0,江苏,徐州,34.17,117.09
1024,58035.0,江苏,新沂,34.2,118.21
1025,58036.0,江苏,东海,34.33,118.43
1026,58038.0,江苏,沭阳,34.05,118.47
1027,58040.0,江苏,赣榆,34.51,119.08
1028,58041.0,江苏,西连岛,34.47,119.26
1029,58044.0,江苏,连云港,34.32,119.14
1030,58045.0,江苏,响水,34.12,119.36
1031,58047.0,江苏,灌云,34.15,119.14
1032,58048.0,江苏,灌南,34.07,119.21
1033,58049.0,江苏,滨海,34.01,119.48
1034,58130.0,江苏,睢宁,33.56,117.57
1035,58131.0,江苏,宿豫,33.58,118.13
1036,58132.0,江苏,泗阳,33.43,118.41
1037,58135.0,江苏,泗洪,33.29,118.13
1038,58138.0,江苏,盱眙,32.59,118.31
1039,58139.0,江苏,洪泽,33.18,118.55
1040,58140.0,江苏,涟水,33.46,119.18
1041,58141.0,江苏,淮安,33.38,118.56
1042,58143.0,江苏,阜宁,33.48,119.51
1043,58145.0,江苏,楚州,33.3,119.09
1044,58146.0,江苏,建湖,33.28,119.46
1045,58147.0,江苏,金湖,32.59,118.58
1046,58148.0,江苏,宝应,33.14,119.18
1047,58150.0,江苏,射阳,33.45,120.18
1048,58154.0,江苏,盐城,33.26,120.12
1049,58158.0,江苏,大丰,33.12,120.29
1050,58235.0,江苏,六合,32.22,118.51
1051,58237.0,江苏,浦口,32.04,118.35
1052,58238.0,江苏,南京,31.56,118.54
1053,58241.0,江苏,高邮,32.48,119.27
1054,58242.0,江苏,仪征,32.18,119.1
1055,58243.0,江苏,兴化,32.57,119.49
1056,58244.0,江苏,江都,32.27,119.35
1057,58245.0,江苏,扬州,32.25,119.25
1058,58246.0,江苏,泰州,32.33,120.0
1059,58247.0,江苏,扬中,32.16,119.48
1060,58249.0,江苏,泰兴,32.1,120.0
1061,58250.0,江苏,姜堰,32.31,120.09
1062,58251.0,江苏,东台,32.51,120.17
1063,58252.0,江苏,丹徒,32.11,119.28
1064,58254.0,江苏,海安,32.31,120.27
1065,58255.0,江苏,如皋,32.22,120.34
1066,58257.0,江苏,靖江,31.59,120.15
1067,58259.0,江苏,南通,32.05,120.59
1068,58264.0,江苏,如东,32.2,121.11
1069,58265.0,江苏,吕泗,32.04,121.36
1070,58268.0,江苏,通州,32.06,121.05
1071,58269.0,江苏,启东,31.47,121.39
1072,58339.0,江苏,高淳,31.2,118.54
1073,58340.0,江苏,溧水,31.39,119.02
1074,58341.0,江苏,丹阳,31.59,119.36
1075,58342.0,江苏,金坛,31.43,119.33
1076,58344.0,江苏,句容,31.58,119.12
1077,58345.0,江苏,溧阳,31.26,119.29
1078,58346.0,江苏,宜兴,31.2,119.49
1079,58349.0,江苏,苏州,31.25,120.34
1080,58351.0,江苏,江阴,31.54,120.18
1081,58352.0,江苏,常熟,31.39,120.46
1082,58353.0,江苏,张家港,31.52,120.34
1083,58354.0,江苏,无锡,31.37,120.21
1084,58356.0,江苏,昆山,31.24,121.0
1085,58358.0,江苏,东山,31.04,120.26
1086,58359.0,江苏,吴江,31.08,120.37
1087,58360.0,江苏,海门,31.55,121.12
1088,58377.0,江苏,太仓,31.31,121.06
1089,57598.0,江西,修水,29.02,114.35
1090,57694.0,江西,铜鼓,28.32,114.23
1091,57696.0,江西,宜丰,28.24,114.47
1092,57698.0,江西,万载,28.07,114.27
1093,57699.0,江西,上高,28.14,114.55
1094,57786.0,江西,萍乡,27.38,113.51
1095,57789.0,江西,莲花,27.08,113.57
1096,57792.0,江西,分宜,27.49,114.41
1097,57793.0,江西,宜春,27.48,114.23
1098,57796.0,江西,新余,27.5,114.53
1099,57798.0,江西,安福,27.24,114.36
1100,57799.0,江西,吉安县,27.03,114.55
1101,57883.0,江西,夏坪,26.45,114.17
1102,57891.0,江西,永新,26.56,114.15
