"",区站号,省份,站名,纬度,经度
1103,57894.0,江西,井冈山,26.35,114.1
1104,57895.0,江西,万安,26.28,114.47
1105,57896.0,江西,遂川,26.2,114.3
1106,57899.0,江西,泰和,26.48,114.55
1107,57990.0,江西,崇义,25.42,114.18
1108,57991.0,江西,上犹,25.48,114.33
1109,57992.0,江西,南康,25.4,114.45
1110,57993.0,江西,赣县,25.52,115.0
1111,57994.0,江西,大余,25.24,114.21
1112,57995.0,江西,信丰,25.24,114.56
1113,58502.0,江西,九江,29.44,116.0
1114,58503.0,江西,瑞昌,29.42,115.4
1115,58506.0,江西,庐山,29.35,115.59
1116,58507.0,江西,武宁,29.15,115.07
1117,58508.0,江西,德安,29.2,115.46
1118,58509.0,江西,永修,29.03,115.49
1119,58510.0,江西,湖口,29.44,116.14
1120,58512.0,江西,彭泽,29.54,116.33
1121,58514.0,江西,星子,29.27,116.03
1122,58517.0,江西,都昌,29.16,116.12
1123,58519.0,江西,波阳,29.0,116.41
1124,58527.0,江西,景德镇,29.18,117.12
1125,58529.0,江西,婺源,29.16,117.51
1126,58600.0,江西,靖安,28.52,115.22
1127,58601.0,江西,奉新,28.42,115.23
1128,58602.0,江西,安义,28.51,115.33
1129,58605.0,江西,高安,28.25,115.23
1130,58606.0,江西,南昌,28.36,115.55
1131,58607.0,江西,南昌县,28.33,115.57
1132,58608.0,江西,樟树,28.04,115.33
1133,58609.0,江西,丰城,28.13,115.49
1134,58612.0,江西,余干,28.42,116.41
1135,58614.0,江西,进贤,28.23,116.16
1136,58615.0,江西,万年,28.41,117.05
1137,58616.0,江西,余江,28.12,116.49
1138,58618.0,江西,东乡,28.16,116.36
1139,58619.0,江西,临川,28.0,116.22
1140,58620.0,江西,乐平,29.01,117.06
1141,58622.0,江西,德兴,28.57,117.35
1142,58623.0,江西,上饶县,28.28,117.55
1143,58624.0,江西,弋阳,28.24,117.26
1144,58625.0,江西,横峰,28.25,117.36
1145,58626.0,江西,贵溪,28.19,117.15
1146,58627.0,江西,鹰潭,28.15,117.02
1147,58629.0,江西,铅山,28.17,117.42
1148,58634.0,江西,玉山,28.41,118.15
1149,58635.0,江西,广丰,28.26,118.12
1150,58637.0,江西,上饶,28.27,117.59
1151,58693.0,江西,新建,28.42,115.5
1152,58701.0,江西,新干,27.46,115.24
1153,58704.0,江西,峡江,27.37,115.21
1154,58705.0,江西,永丰,27.2,115.25
1155,58706.0,江西,乐安,27.26,115.5
1156,58707.0,江西,吉水,27.13,115.08
1157,58710.0,江西,崇仁,27.46,116.03
1158,58712.0,江西,金溪,27.55,116.47
1159,58713.0,江西,资溪,27.43,117.04
1160,58714.0,江西,宜黄,27.33,116.14
1161,58715.0,江西,南城,27.35,116.39
1162,58718.0,江西,南丰,27.13,116.32
1163,58719.0,江西,黎川,27.18,116.56
1164,58804.0,江西,兴国,26.21,115.21
1165,58806.0,江西,宁都,26.29,116.01
1166,58813.0,江西,广昌,26.51,116.2
1167,58814.0,江西,石城,26.21,116.21
1168,58903.0,江西,瑞金,25.54,116.02
1169,58905.0,江西,于都,25.58,115.25
1170,58906.0,江西,会昌,25.36,115.48
1171,58907.0,江西,安远,25.09,115.24
1172,59091.0,江西,全南,24.45,114.31
1173,59092.0,江西,龙南,24.55,114.49
1174,59093.0,江西,定南,24.47,115.02
1175,59102.0,江西,寻乌,24.57,115.39
1176,58524.0,江西,浮梁,29.22,117.13
1177,57794.0,江西,芦溪,27.38,114.01
1178,57783.0,江西,上栗,27.53,113.49
1179,58505.0,江西,九江县,29.37,115.54
1180,54236.0,辽宁,彰武,42.23,122.33
1181,54243.0,辽宁,昌图,42.47,124.07
1182,54244.0,辽宁,康平,42.45,123.2
1183,54245.0,辽宁,法库,42.3,123.24
1184,54248.0,辽宁,沈北新区,42.02,123.32
1185,54249.0,辽宁,铁岭,42.18,123.52
1186,54252.0,辽宁,西丰,42.44,124.45
1187,54254.0,辽宁,开原,42.32,124.03
1188,54259.0,辽宁,清原,42.04,124.52
1189,54321.0,辽宁,建平镇,41.52,119.38
1190,54323.0,辽宁,北票,41.49,120.47
1191,54324.0,辽宁,朝阳,41.33,120.26
1192,54325.0,辽宁,羊山,41.11,120.21
1193,54326.0,辽宁,建平县,41.25,119.37
1194,54327.0,辽宁,凌源,41.14,119.21
1195,54328.0,辽宁,喀左,41.05,119.43
1196,54332.0,辽宁,辽中,41.31,122.43
1197,54333.0,辽宁,新民,41.58,122.51
1198,54336.0,辽宁,台安,41.25,122.25
1199,54338.0,辽宁,盘山,41.17,121.57
1200,54339.0,辽宁,鞍山,41.05,123.0
1201,54340.0,辽宁,苏家屯,41.4,123.19
1202,54342.0,辽宁,沈阳,41.44,123.31
1203,54345.0,辽宁,辽阳县,41.12,123.04
1204,54346.0,辽宁,本溪,41.19,123.47
1205,54347.0,辽宁,辽阳,41.14,123.1
1206,54348.0,辽宁,灯塔,41.25,123.2
1207,54351.0,辽宁,抚顺,41.55,124.05
1208,54353.0,辽宁,新宾,41.44,125.03
1209,54452.0,辽宁,建昌,40.48,119.49
1210,54453.0,辽宁,连山区,40.47,120.53
1211,54454.0,辽宁,绥中,40.2,120.18
1212,54455.0,辽宁,兴城,40.37,120.39
1213,54470.0,辽宁,大洼,41.01,122.04
1214,54471.0,辽宁,营口,40.39,122.1
1215,54474.0,辽宁,盖州,40.25,122.21
1216,54475.0,辽宁,大石桥,40.37,122.29
1217,54476.0,辽宁,熊岳,40.1,122.09
1218,54483.0,辽宁,草河口,40.53,123.54
1219,54486.0,辽宁,岫岩,40.17,123.17
1220,54493.0,辽宁,宽甸,40.43,124.47
1221,54494.0,辽宁,凤城,40.28,124.04
1222,54497.0,辽宁,丹东,40.03,124.2
1223,54563.0,辽宁,瓦房店,39.38,122.01
1224,54568.0,辽宁,金州,39.04,121.45
1225,54569.0,辽宁,普兰店,39.25,121.57
1226,54575.0,辽宁,皮口,39.25,122.22
1227,54579.0,辽宁,长海,39.16,122.35
1228,54584.0,辽宁,庄河,39.43,122.57
1229,54590.0,辽宁,东港,39.53,124.1
1230,54662.0,辽宁,大连,38.54,121.38
1231,54565.0,辽宁,长兴岛,39.36,121.28
1232,50425.0,内蒙古,额尔古纳市,50.15,120.11
1233,50431.0,内蒙古,根河市,50.47,121.31
1234,50434.0,内蒙古,图里河,50.29,121.41
1235,50445.0,内蒙古,鄂伦春自治旗,50.35,123.44
1236,50514.0,内蒙古,满洲里,49.35,117.19
1237,50524.0,内蒙古,陈巴尔虎旗,49.19,119.26
1238,50525.0,内蒙古,鄂温克族自治旗,49.09,119.45
1239,50526.0,内蒙古,牙克石市,49.17,120.42
1240,50527.0,内蒙古,海拉尔,49.15,119.42
1241,50548.0,内蒙古,小二沟,49.12,123.43
1242,50603.0,内蒙古,新巴尔虎右旗,48.4,116.49
1243,50618.0,内蒙古,新巴尔虎左旗,48.13,118.16
1244,50639.0,内蒙古,扎兰屯,48.0,122.44
1245,50645.0,内蒙古,莫力达瓦达斡尔族自治旗,48.29,124.29
1246,50647.0,内蒙古,阿荣旗,48.08,123.29
1247,50727.0,内蒙古,阿尔山,47.1,119.56
1248,50834.0,内蒙古,索伦,46.36,121.13
1249,50913.0,内蒙古,乌拉盖,45.43,118.5
1250,50915.0,内蒙古,东乌珠穆沁,45.31,116.58
1251,50924.0,内蒙古,霍林郭勒,45.32,119.4
1252,50928.0,内蒙古,巴雅尔吐胡硕,45.04,120.2
1253,50934.0,内蒙古,突泉,45.23,121.35
1254,50937.0,内蒙古,尔沁右翼中,45.04,121.29
1255,53068.0,内蒙古,二连浩特,43.38,111.56
1256,53083.0,内蒙古,那仁宝力格,44.37,114.09
1257,53149.0,内蒙古,满都拉气象站,42.32,110.08
1258,53192.0,内蒙古,阿巴嘎旗,44.01,114.57
1259,53231.0,内蒙古,海力素,41.24,106.24
1260,53289.0,内蒙古,镶黄旗,42.14,113.5
1261,53336.0,内蒙古,乌拉特中旗,41.34,108.31
1262,53337.0,内蒙古,五原,41.06,108.16
1263,53348.0,内蒙古,大佘太,41.01,109.08
1264,53352.0,内蒙古,达茂旗气象局,41.42,110.26
1265,53357.0,内蒙古,固阳县气象局,41.02,110.03
1266,53362.0,内蒙古,四子王,41.32,111.41
1267,53367.0,内蒙古,希拉穆仁,41.19,111.14
1268,53368.0,内蒙古,武川县,41.05,111.28
1269,53378.0,内蒙古,察右中旗,41.17,112.37
1270,53384.0,内蒙古,察右后旗,41.27,113.11
1271,53385.0,内蒙古,商都,41.36,113.32
1272,53391.0,内蒙古,化德,41.54,114.0
1273,53419.0,内蒙古,磴口,40.2,107.0
1274,53420.0,内蒙古,杭锦后旗,40.51,107.07
1275,53433.0,内蒙古,乌拉特前旗,40.44,108.39
1276,53446.0,内蒙古,包头市,40.32,109.53
1277,53455.0,内蒙古,土右旗气象局,40.33,110.32
1278,53457.0,内蒙古,达拉特旗,40.24,110.02
1279,53463.0,内蒙古,呼和浩特,40.51,111.34
1280,53464.0,内蒙古,土默特左旗,40.43,111.1
1281,53466.0,内蒙古,呼和浩特郊区站,40.45,111.42
1282,53467.0,内蒙古,托克托县,40.16,111.11
1283,53469.0,内蒙古,和林格尔县,40.24,111.49
1284,53472.0,内蒙古,卓资,40.52,112.34
1285,53475.0,内蒙古,凉城,40.31,112.28
1286,53480.0,内蒙古,集宁,41.02,113.04
1287,53481.0,内蒙古,察右前旗,40.48,113.13
1288,53483.0,内蒙古,兴和,40.52,113.5
1289,53484.0,内蒙古,丰镇,40.27,113.09
1290,53512.0,内蒙古,乌海,39.48,106.48
1291,53513.0,内蒙古,临河,40.44,107.22
1292,53522.0,内蒙古,伊克乌素,40.03,107.5
1293,53529.0,内蒙古,鄂托克旗,39.05,107.58
1294,53533.0,内蒙古,杭锦旗,39.49,108.43
1295,53543.0,内蒙古,东胜,39.5,109.59
1296,53545.0,内蒙古,伊金霍洛旗,39.34,109.43
1297,53553.0,内蒙古,准格尔旗,39.52,111.13
1298,53562.0,内蒙古,清水河县,39.55,111.4
1299,53644.0,内蒙古,乌审旗,38.36,108.5
1300,53730.0,内蒙古,鄂托克前旗,38.11,107.29
1301,53732.0,内蒙古,河南,37.51,108.43
1302,54012.0,内蒙古,西乌珠穆沁,44.35,117.36
1303,54024.0,内蒙古,富河,44.27,119.18
1304,54026.0,内蒙古,扎鲁特,44.34,120.54
1305,54027.0,内蒙古,巴林左旗,43.59,119.24
1306,54031.0,内蒙古,高力板,44.54,121.49
1307,54039.0,内蒙古,舍伯吐,44.02,122.01
1308,54047.0,内蒙古,科左中旗,44.08,123.17
1309,54102.0,内蒙古,锡林浩特,43.57,116.07
1310,54113.0,内蒙古,巴林右旗,43.32,118.39
1311,54115.0,内蒙古,林西县,43.38,118.02
1312,54117.0,内蒙古,克什克腾旗,43.15,117.32
1313,54122.0,内蒙古,阿鲁科尔沁旗,43.53,120.03
1314,54132.0,内蒙古,青龙山,42.24,121.04
1315,54134.0,内蒙古,开鲁,43.36,121.17
1316,54135.0,内蒙古,通辽,43.36,122.16
1317,54204.0,内蒙古,正镶白旗,42.18,115.0
1318,54205.0,内蒙古,正蓝旗,42.14,116.0
1319,54208.0,内蒙古,多伦县,42.11,116.28
1320,54213.0,内蒙古,翁牛特旗,42.56,119.01
1321,54214.0,内蒙古,岗子,42.35,118.25
1322,54218.0,内蒙古,赤峰,42.18,118.5
1323,54223.0,内蒙古,奈曼,42.51,120.39
1324,54225.0,内蒙古,敖汉旗,42.18,119.57
1325,54226.0,内蒙古,宝国吐,42.2,120.42
1326,54231.0,内蒙古,科左后旗,42.58,122.21
1327,54234.0,内蒙古,库伦,42.44,121.45
1328,54305.0,内蒙古,太仆寺旗,41.53,115.16
1329,54313.0,内蒙古,喀喇沁旗,41.56,118.42
1330,54316.0,内蒙古,八里罕,41.31,118.45
1331,54320.0,内蒙古,宁城县,41.36,119.18
1332,53517.0,宁夏,石炭井,39.16,106.2
1333,53518.0,宁夏,石嘴山,39.02,106.21
1334,53519.0,宁夏,惠农,39.13,106.46
1335,53603.0,宁夏,沙湖,38.5,106.22
1336,53610.0,宁夏,贺兰,38.34,106.21
1337,53611.0,宁夏,平罗,38.53,106.33
1338,53612.0,宁夏,吴忠,37.59,106.11
1339,53614.0,宁夏,银川,38.28,106.12
1340,53615.0,宁夏,陶乐,38.48,106.42
1341,53617.0,宁夏,青铜峡,38.02,106.05
1342,53618.0,宁夏,永宁,38.17,106.15
1343,53619.0,宁夏,灵武,38.07,106.18
1344,53704.0,宁夏,中卫,37.32,105.11
1345,53705.0,宁夏,中宁,37.29,105.41
1346,53707.0,宁夏,兴仁,36.56,105.15
1347,53723.0,宁夏,盐池,37.48,107.23
1348,53727.0,宁夏,麻黄山,37.1,107.07
1349,53806.0,宁夏,海原,36.34,105.39
1350,53810.0,宁夏,同心,36.58,105.54
1351,53817.0,宁夏,固原,36.0,106.16
1352,53881.0,宁夏,韦州,37.17,106.29
1353,53903.0,宁夏,西吉,35.58,105.43
1354,53910.0,宁夏,六盘山,35.4,106.12
1355,53914.0,宁夏,隆德,35.37,106.07
1356,53916.0,宁夏,泾源,35.3,106.19
1357,52602.0,青海,冷湖,38.45,93.2
1358,52707.0,青海,小灶火,36.48,93.41
1359,52818.0,青海,格尔木,36.25,94.55
1360,52825.0,青海,诺木洪,36.26,96.26
1361,52836.0,青海,都兰,36.18,98.06
1362,52854.0,青海,青海湖151,36.35,100.29
1363,52856.0,青海,共和,36.16,100.37
1364,52863.0,青海,互助,36.49,101.57
1365,52866.0,青海,西宁,36.44,101.45
1366,52868.0,青海,贵德,36.01,101.22
1367,52869.0,青海,湟中,36.3,101.35
1368,52875.0,青海,平安,36.3,102.06
1369,52876.0,青海,民和,36.2,102.5
1370,52877.0,青海,化隆,36.06,102.15
1371,52908.0,青海,五道梁,35.13,93.05
1372,52941.0,青海,沙珠玉,36.16,100.16
1373,52943.0,青海,兴海,35.35,99.59
1374,52955.0,青海,贵南,35.35,100.44
1375,52957.0,青海,同德,35.15,100.36
1376,52963.0,青海,尖扎,35.56,102.01
1377,52968.0,青海,泽库,35.02,101.28
1378,52972.0,青海,循化,35.51,102.27
1379,52974.0,青海,同仁,35.31,102.01
1380,56004.0,青海,沱沱河,34.13,92.26
1381,56016.0,青海,治多,33.51,95.37
1382,56018.0,青海,杂多,32.53,95.17
1383,56021.0,青海,曲麻莱,34.07,95.48
1384,56029.0,青海,玉树,33.0,96.58
1385,56033.0,青海,玛多,34.55,98.13
1386,56034.0,青海,清水河,33.48,97.08
1387,56043.0,青海,玛沁,34.29,100.14
1388,56045.0,青海,甘德,33.58,99.54
1389,56046.0,青海,达日,33.45,99.39
1390,56065.0,青海,河南,34.44,101.36
1391,56067.0,青海,久治,33.26,101.29
1392,56125.0,青海,囊谦,32.12,96.28
1393,56151.0,青海,班玛,32.56,100.45
1394,54709.0,山东,武城,37.13,116.04
1395,54712.0,山东,临邑,37.12,116.49
1396,54714.0,山东,德州,37.27,116.2
1397,54715.0,山东,陵县,37.19,116.34
1398,54716.0,山东,宁津,37.4,116.48
1399,54722.0,山东,无棣,37.45,117.38
1400,54723.0,山东,阳信,37.39,117.34
1401,54724.0,山东,商河,37.19,117.08
1402,54725.0,山东,惠民,37.3,117.32
1403,54726.0,山东,乐陵,37.42,117.11
1404,54727.0,山东,章丘,36.41,117.33
1405,54728.0,山东,庆云,37.46,117.23
1406,54729.0,山东,高青,37.1,117.52
1407,54734.0,山东,滨州,37.21,118.0
1408,54736.0,山东,东营,37.26,118.4
1409,54744.0,山东,垦利,37.35,118.33
1410,54749.0,山东,莱州,37.11,119.57
1411,54751.0,山东,长岛,37.56,120.44
1412,54752.0,山东,蓬莱,37.48,120.46
1413,54753.0,山东,龙口,37.38,120.2
1414,54755.0,山东,招远,37.2,120.23
1415,54759.0,山东,栖霞,37.19,120.51
1416,54764.0,山东,福山,37.29,121.14
1417,54765.0,山东,烟台,37.29,121.26
1418,54776.0,山东,成山头,37.24,122.42
1419,54777.0,山东,文登,37.12,122.04
1420,54802.0,山东,临清,36.49,115.44
1421,54806.0,山东,聊城,36.25,115.58
1422,54807.0,山东,阳谷,36.09,115.46
1423,54808.0,山东,莘县,36.14,115.38
1424,54812.0,山东,齐河,36.47,116.45
1425,54814.0,山东,茌平,36.32,116.15
1426,54815.0,山东,东阿,36.23,116.16
1427,54816.0,山东,长清,36.31,116.48
1428,54818.0,山东,平阴,36.15,116.25
1429,54819.0,山东,肥城,36.11,116.48
1430,54821.0,山东,济阳,37.0,117.12
1431,54822.0,山东,邹平,36.52,117.44
1432,54823.0,山东,济南,36.36,117.0
1433,54824.0,山东,淄川,36.38,117.57
1434,54825.0,山东,博山,36.31,117.51
1435,54826.0,山东,泰山,36.15,117.06
1436,54827.0,山东,泰安,36.1,117.09
1437,54828.0,山东,莱芜,36.14,117.41
1438,54829.0,山东,周村,36.46,117.52
1439,54830.0,山东,淄博,36.49,117.56
1440,54831.0,山东,青州,36.39,118.3
1441,54832.0,山东,寿光,36.53,118.44
1442,54833.0,山东,桓台,36.58,118.05
1443,54834.0,山东,临淄,36.52,118.17
1444,54835.0,山东,临朐,36.3,118.33
1445,54836.0,山东,沂源,36.11,118.1
1446,54837.0,山东,昌乐,36.41,118.5
1447,54841.0,山东,昌邑,36.52,119.25
1448,54842.0,山东,平度,36.47,120.0
1449,54843.0,山东,潍坊,36.45,119.12
1450,54844.0,山东,安丘,36.25,119.11
1451,54846.0,山东,高密,36.23,119.44
1452,54848.0,山东,诸城,35.59,119.25
1453,54849.0,山东,胶州,36.13,120.02
1454,54851.0,山东,莱西,36.54,120.34
1455,54852.0,山东,莱阳,36.58,120.44
1456,54853.0,山东,崂山,36.1,120.25
1457,54855.0,山东,即墨,36.23,120.28
1458,54857.0,山东,青岛,36.04,120.2
1459,54861.0,山东,乳山,36.56,121.32
1460,54863.0,山东,海阳,36.47,121.11
1461,54871.0,山东,石岛,36.56,122.29
1462,54904.0,山东,鄄城,35.35,115.31
1463,54905.0,山东,郓城,35.35,115.56
1464,54906.0,山东,菏泽,35.15,115.25
1465,54907.0,山东,鱼台,34.59,116.39
1466,54908.0,山东,东明,35.16,115.06
1467,54909.0,山东,定陶,35.05,115.31
1468,54910.0,山东,梁山,35.49,116.03
1469,54911.0,山东,东平,35.56,116.24
1470,54912.0,山东,汶上,35.46,116.3
1471,54913.0,山东,宁阳,35.45,116.49
1472,54914.0,山东,巨野,35.25,116.05
1473,54915.0,山东,济宁,35.26,116.36
1474,54916.0,山东,兖州,35.34,116.51
1475,54917.0,山东,金乡,35.06,116.19
1476,54918.0,山东,曲阜,35.36,116.58
1477,54919.0,山东,邹城,35.23,116.59
1478,54920.0,山东,泗水,35.39,117.17
1479,54921.0,山东,嘉祥,35.25,116.2
1480,54922.0,山东,新泰,35.53,117.47
1481,54923.0,山东,蒙阴,35.43,117.56
1482,54925.0,山东,平邑,35.31,117.38
1483,54927.0,山东,滕州,35.06,117.12
1484,54929.0,山东,费县,35.16,117.58
1485,54932.0,山东,沂水,35.46,118.39
1486,54935.0,山东,沂南,35.32,118.26
1487,54936.0,山东,莒县,35.34,118.5
1488,54938.0,山东,临沂,35.03,118.24
1489,54939.0,山东,莒南,35.1,118.49
1490,54940.0,山东,五莲,35.45,119.12
1491,54943.0,山东,黄岛,35.53,120.0
1492,54945.0,山东,日照,35.26,119.32
1493,58002.0,山东,曹县,34.51,115.35
1494,58003.0,山东,成武,34.57,115.53
1495,58011.0,山东,单县,34.48,116.04
1496,58020.0,山东,微山,34.48,117.08
1497,58021.0,山东,薛城,34.47,117.17
1498,58022.0,山东,峄城,34.45,117.34
1499,58024.0,山东,枣庄,34.52,117.35
1500,58025.0,山东,台儿庄,34.34,117.44
1501,58030.0,山东,苍山,34.53,118.01
1502,58032.0,山东,临沭,34.56,118.39
1503,53478.0,山西,右玉,40.0,112.27
1504,53486.0,山西,阳高,40.22,113.46
1505,53487.0,山西,大同,40.05,113.25
1506,53488.0,山西,大同县,40.02,113.35
1507,53490.0,山西,天镇,40.26,114.03
1508,53564.0,山西,河曲,39.23,111.09
1509,53565.0,山西,偏关,39.26,111.3
1510,53573.0,山西,左云,40.0,112.42
1511,53574.0,山西,平鲁,39.31,112.16
1512,53575.0,山西,神池,39.06,112.12
1513,53576.0,山西,山阴,39.3,112.49
1514,53577.0,山西,宁武,39.0,112.18
1515,53578.0,山西,朔州,39.22,112.26
1516,53579.0,山西,代县,39.01,112.54
1517,53582.0,山西,浑源,39.43,113.4
1518,53584.0,山西,应县,39.34,113.1
1519,53585.0,山西,繁峙,39.1,113.16
1520,53588.0,山西,五台山,38.57,113.31
1521,53590.0,山西,广灵,39.45,114.16
1522,53594.0,山西,灵丘,39.27,114.11
1523,53659.0,山西,临县,37.58,111.0
1524,53660.0,山西,保德,39.01,111.05
1525,53662.0,山西,岢岚,38.43,111.35
1526,53663.0,山西,五寨,38.55,111.49
1527,53664.0,山西,兴县,38.28,111.08
1528,53665.0,山西,岚县,38.17,111.39
1529,53666.0,山西,静乐,38.21,111.56
1530,53669.0,山西,娄烦,38.05,111.48
1531,53673.0,山西,原平,38.44,112.43
1532,53674.0,山西,忻府区,38.24,112.42
1533,53676.0,山西,定襄,38.3,112.59
1534,53677.0,山西,尖草坪,37.56,112.29
1535,53678.0,山西,阳曲,38.04,112.39
1536,53679.0,山西,小店区,37.45,112.33
1537,53681.0,山西,五台县豆村,38.5,113.22
1538,53685.0,山西,盂县,38.04,113.25
1539,53687.0,山西,平定,37.47,113.38
1540,53753.0,山西,柳林,37.26,110.53
1541,53759.0,山西,石楼,36.59,110.5
1542,53760.0,山西,方山,37.53,111.14
1543,53763.0,山西,古交,37.55,112.1
1544,53764.0,山西,离石,37.3,111.06
1545,53767.0,山西,中阳,37.2,111.1
1546,53768.0,山西,孝义,37.09,111.45
1547,53769.0,山西,汾阳,37.15,111.47
1548,53770.0,山西,祁县,37.21,112.21
1549,53771.0,山西,文水,37.25,112.03
1550,53772.0,山西,太原,37.37,112.35
1551,53774.0,山西,清徐,37.35,112.22
1552,53775.0,山西,太谷,37.25,112.36
1553,53776.0,山西,榆次,37.41,112.46
1554,53777.0,山西,交城,37.32,112.09
1555,53778.0,山西,平遥,37.1,112.13
1556,53780.0,山西,寿阳,37.54,113.09
1557,53782.0,山西,阳泉,37.56,113.37
1558,53783.0,山西,昔阳,37.36,113.42
1559,53786.0,山西,左权,37.05,113.2
1560,53787.0,山西,榆社,37.04,112.59
1561,53788.0,山西,和顺,37.2,113.34
1562,53852.0,山西,永和,36.46,110.38
1563,53853.0,山西,隰县,36.42,110.57
1564,53856.0,山西,大宁,36.28,110.45
1565,53859.0,山西,吉县,36.06,110.4
1566,53860.0,山西,交口,36.59,111.1
1567,53861.0,山西,襄汾,35.53,111.23
1568,53862.0,山西,灵石,36.51,111.48
1569,53863.0,山西,介休,37.02,111.55
1570,53864.0,山西,蒲县,36.24,111.06
1571,53865.0,山西,汾西,36.39,111.33
1572,53866.0,山西,洪洞,36.14,111.4
1573,53868.0,山西,临汾,36.04,111.3
1574,53869.0,山西,霍州,36.35,111.42
1575,53871.0,山西,武乡,36.5,112.51
1576,53872.0,山西,沁县,36.46,112.41
1577,53873.0,山西,长子,36.06,112.52
1578,53874.0,山西,古县,36.15,111.54
1579,53875.0,山西,沁源,36.31,112.21
1580,53877.0,山西,安泽,36.1,112.15
1581,53878.0,山西,黎城,36.31,113.23
1582,53879.0,山西,屯留,36.19,112.53
1583,53880.0,山西,潞城,36.2,113.14
1584,53882.0,山西,长治,36.04,113.02
1585,53884.0,山西,襄垣,36.31,113.02
1586,53885.0,山西,壶关,36.07,113.12
1587,53888.0,山西,平顺,36.12,113.26
1588,53953.0,山西,乡宁,35.58,110.51
1589,53954.0,山西,稷山,35.37,110.58
1590,53956.0,山西,万荣,35.24,110.5
1591,53957.0,山西,河津,35.37,110.43
1592,53958.0,山西,临猗,35.1,110.47
1593,53959.0,山西,盐湖,35.03,111.03
1594,53961.0,山西,曲沃,35.39,111.29
1595,53962.0,山西,翼城,35.44,111.42
1596,53963.0,山西,侯马,35.39,111.22
1597,53964.0,山西,新绛,35.37,111.13
1598,53965.0,山西,绛县,35.31,111.34
1599,53966.0,山西,浮山,35.59,111.5
1600,53967.0,山西,闻喜,35.2,111.12
1601,53968.0,山西,垣曲,35.17,111.4
1602,53970.0,山西,沁水,35.42,112.12
1603,53973.0,山西,高平,35.46,112.57
1604,53975.0,山西,阳城,35.29,112.24
1605,53976.0,山西,晋城,35.3,112.52
1606,53981.0,山西,陵川,35.47,113.16
1607,57052.0,山西,永济,34.53,110.27
1608,57053.0,山西,芮城,34.42,110.43
1609,57060.0,山西,夏县,35.1,111.14
1610,57061.0,山西,平陆,34.5,111.12
1611,53567.0,陕西,府谷,39.01,111.0
1612,53646.0,陕西,榆林,38.16,109.47
1613,53651.0,陕西,神木,38.49,110.28
1614,53658.0,陕西,佳县,38.02,110.29
1615,53725.0,陕西,定边,37.35,107.35
1616,53735.0,陕西,靖边,37.37,108.48
1617,53738.0,陕西,吴旗,36.55,108.1
1618,53740.0,陕西,横山,37.56,109.14
1619,53748.0,陕西,子长,37.11,109.42
1620,53750.0,陕西,米脂,37.46,110.11
1621,53751.0,陕西,子洲,37.36,110.03
1622,53754.0,陕西,绥德,37.3,110.13
1623,53756.0,陕西,吴堡,37.31,110.43
1624,53757.0,陕西,清涧,37.07,110.07
1625,53832.0,陕西,志丹,36.46,108.46
1626,53841.0,陕西,安塞,36.53,109.19
1627,53848.0,陕西,甘泉,36.16,109.21
1628,53850.0,陕西,延川,36.53,110.11
1629,53854.0,陕西,延长,36.35,110.04
1630,53857.0,陕西,宜川,36.04,110.11
